latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-38.49962,-72.78338,346.39,1.02,1.01,2024-02-03,1923,A,93,6.1NRT,308.21,46.6,D
-38.50143,-72.79501,320.37,1.02,1.01,2024-02-03,1923,A,43,6.1NRT,304.51,8.92,D
-38.48698,-72.76243,340.65,1.02,1.01,2024-02-03,1923,A,90,6.1NRT,305.56,35.61,D
-38.4888,-72.77411,402.07,1.02,1.01,2024-02-03,1923,A,100,6.1NRT,316.23,263.65,D
-38.49061,-72.78572,387.28,1.02,1.01,2024-02-03,1923,A,100,6.1NRT,312.94,181.1,D
-38.39796,-72.26078,322.5,1.05,1.02,2024-02-03,1923,A,71,6.1NRT,303.65,11.2,D
-38.47797,-72.76478,326.17,1.02,1.01,2024-02-03,1923,A,70,6.1NRT,301.79,15.46,D
-38.47979,-72.77643,380.59,1.02,1.01,2024-02-03,1923,A,100,6.1NRT,308.4,150.98,D
-38.4816,-72.78806,337.42,1.02,1.01,2024-02-03,1923,A,88,6.1NRT,303.34,30.53,D
-38.38694,-72.25134,323.04,1.05,1.02,2024-02-03,1923,A,72,6.1NRT,305.36,11.71,D
-38.2132,-71.26591,323.54,1.13,1.06,2024-02-03,1923,A,50,6.1NRT,308.45,12.41,D
-38.42557,-72.78503,318.04,1.02,1.01,2024-02-03,1923,A,57,6.1NRT,305.56,7.56,D
-38.42738,-72.79666,324.86,1.02,1.01,2024-02-03,1923,A,77,6.1NRT,310.01,14.33,D
-38.41653,-72.7872,330.25,1.02,1.01,2024-02-03,1923,A,82,6.1NRT,305.07,20.64,D
-38.41835,-72.79889,340.14,1.02,1.01,2024-02-03,1923,A,90,6.1NRT,309.44,35.55,D
-38.40572,-72.83812,324.96,1.02,1.01,2024-02-03,1923,A,77,6.1NRT,303.98,13.4,D
-38.40754,-72.84983,373.33,1.02,1.01,2024-02-03,1923,A,100,6.1NRT,310.85,121.25,D
-38.39671,-72.84042,325.19,1.02,1.01,2024-02-03,1923,A,74,6.1NRT,304.04,13.13,D
-38.39853,-72.85205,348.52,1.02,1.01,2024-02-03,1923,A,94,6.1NRT,307.13,49.7,D
-38.36875,-72.82915,335.03,1.02,1.01,2024-02-03,1923,A,86,6.1NRT,305.7,26.58,D
-38.37055,-72.84077,333.42,1.02,1.01,2024-02-03,1923,A,85,6.1NRT,307.56,24.28,D
-38.0635,-72.18748,331.84,1.06,1.03,2024-02-03,1923,A,81,6.1NRT,303.68,25.6,D
-36.47396,-64.5591,326.47,2.87,1.62,2024-02-03,1923,A,54,6.1NRT,307.56,51.97,D
-36.45229,-64.5328,325,2.88,1.62,2024-02-03,1923,A,41,6.1NRT,308.72,46.19,D
-36.45987,-64.56435,345.4,2.87,1.62,2024-02-03,1923,A,90,6.1NRT,308.01,185.59,D
-36.46531,-64.53635,329.11,2.88,1.62,2024-02-03,1923,A,71,6.1NRT,310.9,71.51,D
-36.47266,-64.56793,327.98,2.87,1.62,2024-02-03,1923,A,68,6.1NRT,307.25,63.08,D
-36.45121,-64.54168,330.45,2.88,1.62,2024-02-03,1923,A,73,6.1NRT,307.82,76.11,D
-36.45856,-64.57313,330.45,2.87,1.62,2024-02-03,1923,A,73,6.1NRT,306.63,75.52,D
-37.72079,-72.23895,317.73,1.06,1.03,2024-02-03,1923,A,31,6.1NRT,307.1,5.88,D
-35.10096,-71.76611,338.5,1.19,1.08,2024-02-03,1923,A,65,6.1NRT,314.64,30.49,D
-35.10331,-71.77979,344.39,1.18,1.08,2024-02-03,1923,A,90,6.1NRT,313.37,42.2,D
-35.09134,-71.76862,380.4,1.19,1.08,2024-02-03,1923,A,100,6.1NRT,315.15,178.46,D
-35.09361,-71.78178,395.73,1.18,1.08,2024-02-03,1923,A,100,6.1NRT,318.89,271.73,D
-35.08395,-71.78407,334.53,1.18,1.08,2024-02-03,1923,A,81,6.1NRT,311.39,22.95,D
-34.66094,-71.6616,349.05,1.22,1.1,2024-02-03,1923,A,93,6.1NRT,315.42,56.03,D
-34.66325,-71.67464,420.57,1.21,1.1,2024-02-03,1923,A,100,6.1NRT,325.6,503.75,D
-34.66548,-71.68731,462.46,1.21,1.09,2024-02-03,1923,A,100,6.1NRT,333.61,1146.58,D
-34.66773,-71.70005,398.87,1.21,1.09,2024-02-03,1923,A,100,6.1NRT,324.39,298.71,D
-34.66146,-71.66692,375.8,1.22,1.1,2024-02-03,1923,A,100,6.1NRT,318.14,156.69,D
-34.66369,-71.67987,419.97,1.21,1.1,2024-02-03,1923,A,100,6.1NRT,326.74,494.01,D
-34.66586,-71.69246,430.7,1.21,1.09,2024-02-03,1923,A,100,6.1NRT,332.12,622.04,D
-34.66808,-71.70535,350.6,1.21,1.09,2024-02-03,1923,A,94,6.1NRT,319.26,54.84,D
-34.64946,-71.65627,341.27,1.22,1.1,2024-02-03,1923,A,87,6.1NRT,312.52,35.91,D
-34.65169,-71.66924,418.46,1.22,1.1,2024-02-03,1923,A,100,6.1NRT,321.96,483.5,D
-34.65393,-71.68221,373.72,1.21,1.1,2024-02-03,1923,A,100,6.1NRT,318.91,139.08,D
-34.65615,-71.69506,368.68,1.21,1.09,2024-02-03,1923,A,100,6.1NRT,322.96,117.53,D
-34.65834,-71.70778,341,1.21,1.09,2024-02-03,1923,A,68,6.1NRT,321.38,30.15,D
-34.63964,-71.6584,396.12,1.22,1.1,2024-02-03,1923,A,100,6.1NRT,314.46,284.45,D
-34.64192,-71.67153,402.61,1.22,1.1,2024-02-03,1923,A,100,6.1NRT,319.96,334.25,D
-34.51255,-71.11362,338.58,1.3,1.13,2024-02-03,1923,A,84,6.1NRT,314.11,42.88,D
-34.51506,-71.12761,335.52,1.3,1.13,2024-02-03,1923,A,81,6.1NRT,316.47,35.77,D
-34.11245,-70.45504,335.69,1.43,1.18,2024-02-03,1923,A,80,6.1NRT,318.65,24.51,D
-34.17913,-71.38416,344.78,1.28,1.12,2024-02-03,1923,A,90,6.1NRT,316.8,49.83,D
-34.1815,-71.39747,340.03,1.27,1.12,2024-02-03,1923,A,86,6.1NRT,319.47,35.02,D
-34.04368,-70.97517,340.22,1.35,1.15,2024-02-03,1923,A,86,6.1NRT,312.71,41.15,D
-34.04635,-70.98996,375.1,1.34,1.15,2024-02-03,1923,A,100,6.1NRT,322.85,180.31,D
-34.04885,-71.00383,332.62,1.34,1.15,2024-02-03,1923,A,76,6.1NRT,317.75,21.8,D
-34.03604,-70.99195,350.72,1.34,1.15,2024-02-03,1923,A,94,6.1NRT,319.37,72.51,D
-34.01279,-71.6089,346.49,1.25,1.11,2024-02-03,1923,A,91,6.1NRT,312.4,56.05,D
-34.01526,-71.62276,355.8,1.25,1.11,2024-02-03,1923,A,97,6.1NRT,314.48,84.14,D
-34.00293,-71.6115,323.21,1.25,1.11,2024-02-03,1923,A,23,6.1NRT,309.73,8.47,D
-34.00529,-71.62476,338.87,1.25,1.11,2024-02-03,1923,A,85,6.1NRT,309.76,37.17,D
-34.00343,-71.61813,329.63,1.25,1.11,2024-02-03,1923,A,72,6.1NRT,309.78,19.15,D
-20.92667,-58.70129,319.25,1.58,1.24,2024-02-03,1749,A,56,6.1NRT,302.17,11.9,D
-20.55471,-58.24111,369.32,1.46,1.19,2024-02-03,1749,A,100,6.1NRT,306.81,178.71,D
-20.55635,-58.25497,329.11,1.46,1.19,2024-02-03,1749,A,64,6.1NRT,303.07,31.18,D
-20.54879,-58.23447,344.46,1.45,1.19,2024-02-03,1749,A,91,6.1NRT,302.24,68.25,D
-20.55051,-58.24829,358.45,1.46,1.19,2024-02-03,1749,A,99,6.1NRT,304.6,124.03,D
-20.41887,-57.53392,329.26,1.31,1.13,2024-02-03,1749,A,79,6.1NRT,303.34,27.25,D
-20.42043,-57.54636,322.05,1.31,1.14,2024-02-03,1749,A,68,6.1NRT,301.78,15.61,D
-20.14206,-56.72629,318.56,1.17,1.08,2024-02-03,1749,A,16,6.1NRT,298.34,8.08,D
-18.90281,-58.49937,319.21,1.44,1.19,2024-02-03,1749,A,51,6.1NRT,300.08,17.08,D
-18.6864,-58.23312,315.27,1.37,1.16,2024-02-03,1749,A,10,6.1NRT,288.94,10.72,D
-18.61174,-58.44828,353.13,1.41,1.18,2024-02-03,1749,A,97,6.1NRT,303.67,99.87,D
-18.61339,-58.46158,358.02,1.42,1.18,2024-02-03,1749,A,99,6.1NRT,299.55,122.75,D
-18.60121,-58.44971,326.34,1.41,1.18,2024-02-03,1749,A,75,6.1NRT,303.02,26.29,D
-18.37134,-59.76729,324,1.73,1.29,2024-02-03,1749,A,56,6.1NRT,304.68,28.86,D
-18.18994,-59.48262,318.27,1.64,1.26,2024-02-03,1749,A,68,6.1NRT,302.17,16.31,D
-17.55545,-57.98526,325.18,1.28,1.12,2024-02-03,1749,A,26,6.1NRT,305.21,16.61,D
-17.4653,-60.72217,328.23,1.98,1.37,2024-02-03,1749,A,80,6.1NRT,299.04,49.45,D
-17.46738,-60.74068,313.66,1.98,1.37,2024-02-03,1749,A,37,6.1NRT,297.88,10.5,D
-17.46255,-60.72747,328.56,1.98,1.37,2024-02-03,1749,A,80,6.1NRT,298.23,50.31,D
-16.25264,-60.27017,321.2,1.76,1.3,2024-02-03,1751,A,57,6.1NRT,301.63,26.71,D
-16.25457,-60.28635,317.81,1.76,1.3,2024-02-03,1751,A,46,6.1NRT,300.44,21.32,D
-16.27526,-60.71964,319.24,1.9,1.35,2024-02-03,1751,A,67,6.1NRT,302.28,21.09,D
-16.17882,-61.08527,325.67,2.02,1.38,2024-02-03,1751,A,53,6.1NRT,304.29,45.97,D
-16.11876,-60.93241,317.84,1.96,1.37,2024-02-03,1751,A,33,6.1NRT,298.92,25.61,D
-16.06047,-61.30453,344.91,2.09,1.41,2024-02-03,1751,A,93,6.1NRT,297.82,125.08,D
-16.05812,-61.96774,315.4,2.35,1.48,2024-02-03,1751,A,51,6.1NRT,298.76,21.22,D
-15.83793,-60.52261,320.47,1.81,1.32,2024-02-03,1751,A,44,6.1NRT,299.62,21.06,D
-15.7222,-61.08163,318,1.98,1.37,2024-02-03,1751,A,52,6.1NRT,299.37,30.99,D
-15.58208,-60.97628,316.93,1.94,1.36,2024-02-03,1751,A,58,6.1NRT,298.81,20.76,D
-15.35917,-60.43087,318.83,1.75,1.3,2024-02-03,1751,A,64,6.1NRT,297.79,23.65,D
-13.48158,-60.4888,312.64,1.66,1.27,2024-02-03,1751,A,18,6.1NRT,294.44,16.99,D
-13.30011,-61.02739,314.39,1.81,1.32,2024-02-03,1751,A,52,6.1NRT,295.51,13.51,D
-12.46983,-60.35955,318.16,1.57,1.23,2024-02-03,1751,A,47,6.1NRT,299.39,20.09,D
-12.45881,-60.36102,316.02,1.57,1.23,2024-02-03,1751,A,28,6.1NRT,297.66,16.55,D
-11.7112,-56.77114,322.73,1.02,1.01,2024-02-03,1751,A,37,6.1NRT,301.22,11.9,D
-11.68589,-61.18453,316.46,1.76,1.3,2024-02-03,1751,A,48,6.1NRT,296.8,15.41,D
-11.72628,-61.77477,317.43,1.95,1.36,2024-02-03,1751,A,40,6.1NRT,296.72,17.61,D
-11.69648,-63.10101,313.42,2.48,1.52,2024-02-03,1751,A,32,6.1NRT,294.05,30.62,D
-4.09368,-63.14318,312.25,1.89,1.34,2024-02-03,1753,A,50,6.1NRT,293.03,21.22,D
-2.46785,-57.70618,316.91,1,1,2024-02-03,1753,A,46,6.1NRT,292.04,8.07,D
-3.35996,-64.72353,312.25,2.46,1.51,2024-02-03,1753,A,0,6.1NRT,293.5,19.51,D
34.63731,-77.51553,303.75,3.45,1.75,2024-02-03,1804,A,57,6.1NRT,284.25,48.68,D
-31.77803,18.83819,317.14,2.65,1.56,2024-02-03,2025,T,94,6.1NRT,295.22,54.91,N
-31.78009,18.81005,309.35,2.66,1.57,2024-02-03,2025,T,45,6.1NRT,292,29.89,N
-31.77347,18.83124,319.87,2.65,1.56,2024-02-03,2025,T,99,6.1NRT,295.42,64.2,N
-31.71701,18.82909,309.13,2.65,1.56,2024-02-03,2025,T,76,6.1NRT,294.74,32.43,N
-25.48703,27.10378,301.69,1.04,1.02,2024-02-03,2027,T,38,6.1NRT,291.59,4.27,N
-19.25648,22.68509,302.34,1.08,1.04,2024-02-03,2029,T,42,6.1NRT,288.59,7.04,N
-19.25779,22.67501,300.11,1.08,1.04,2024-02-03,2029,T,13,6.1NRT,287.37,5.91,N
-18.3697,26.47762,310.1,1.13,1.06,2024-02-03,2029,T,79,6.1NRT,296.64,9.05,N
-1.41571,29.21847,314.19,3.45,1.75,2024-02-03,2031,T,89,6.1NRT,283.18,93.06,N
-1.42012,29.18828,306.49,3.43,1.74,2024-02-03,2031,T,68,6.1NRT,280.64,59.65,N
0.90932,23.87912,305.86,1.43,1.18,2024-02-03,2033,T,66,6.1NRT,292.14,10.55,N
0.26042,15.26402,301.81,1.73,1.29,2024-02-03,2033,T,44,6.1NRT,289.28,8.33,N
1.41756,17.48116,302.97,1.18,1.08,2024-02-03,2033,T,52,6.1NRT,290.6,5.45,N
1.41607,17.47074,301.1,1.18,1.08,2024-02-03,2033,T,38,6.1NRT,290.09,4.23,N
2.52322,20.42818,312.15,1.01,1.01,2024-02-03,2033,T,84,6.1NRT,291.69,10.7,N
3.8228,29.09687,303.67,4.11,1.88,2024-02-03,2033,T,32,6.1NRT,284.68,51.87,N
3.83942,29.09481,307.8,4.11,1.88,2024-02-03,2033,T,73,6.1NRT,284.14,73.37,N
3.77745,28.64655,305.82,3.78,1.82,2024-02-03,2033,T,66,6.1NRT,285.57,56.48,N
3.83282,29.12531,300.66,4.14,1.88,2024-02-03,2033,T,32,6.1NRT,284.46,44.96,N
3.82813,29.08924,311.54,4.11,1.88,2024-02-03,2033,T,83,6.1NRT,284.66,97.25,N
3.88589,28.58615,308.62,3.75,1.81,2024-02-03,2033,T,75,6.1NRT,285.4,70.76,N
2.96696,20.83235,307.61,1.04,1.02,2024-02-03,2033,T,72,6.1NRT,291.47,8.14,N
2.95459,20.67614,302.31,1.03,1.01,2024-02-03,2033,T,48,6.1NRT,291.67,4.76,N
3.10476,20.10403,314.16,1.01,1,2024-02-03,2033,T,89,6.1NRT,292.42,11.95,N
3.10353,20.09518,308.17,1.01,1,2024-02-03,2033,T,74,6.1NRT,291.8,7.58,N
3.74617,22.73399,301.76,1.31,1.14,2024-02-03,2033,T,44,6.1NRT,290.18,7.46,N
3.74714,22.5942,302.85,1.28,1.12,2024-02-03,2033,T,52,6.1NRT,289.66,7.99,N
3.74557,22.58291,300.97,1.28,1.12,2024-02-03,2033,T,36,6.1NRT,289.85,6.43,N
4.68377,26.25298,302.76,2.51,1.52,2024-02-03,2033,T,42,6.1NRT,287.15,18.77,N
4.00615,20.35286,303.41,1.03,1.01,2024-02-03,2033,T,55,6.1NRT,291.54,4.59,N
3.99127,20.2449,300.66,1.02,1.01,2024-02-03,2033,T,32,6.1NRT,289.15,3.58,N
3.99003,20.23592,310,1.02,1.01,2024-02-03,2033,T,79,6.1NRT,289.36,9.48,N
3.89811,19.44472,312.87,1,1,2024-02-03,2033,T,86,6.1NRT,285.88,11.23,N
3.91579,19.44221,325.55,1,1,2024-02-03,2033,T,100,6.1NRT,286.57,22.98,N
3.91455,19.43341,327.74,1,1,2024-02-03,2033,T,100,6.1NRT,286.12,25.68,N
5.19334,28.81219,300.29,4.11,1.88,2024-02-03,2033,T,24,6.1NRT,286.08,39.3,N
4.29218,21.28758,304.09,1.11,1.05,2024-02-03,2033,T,58,6.1NRT,288.96,6.81,N
4.21792,19.88491,308.47,1.01,1,2024-02-03,2033,T,75,6.1NRT,287.57,7.97,N
4.20316,19.77859,318.69,1,1,2024-02-03,2033,T,97,6.1NRT,287.43,16.27,N
4.22679,19.88364,309.59,1.01,1,2024-02-03,2033,T,78,6.1NRT,287.54,8.89,N
4.21201,19.77728,338.29,1,1,2024-02-03,2033,T,100,6.1NRT,287.61,40.94,N
4.21079,19.76847,303.37,1,1,2024-02-03,2033,T,55,6.1NRT,286.5,5.22,N
5.06295,25.57084,300.29,2.24,1.45,2024-02-03,2033,T,23,6.1NRT,288.9,12.64,N
4.3459,20.07879,308.17,1.02,1.01,2024-02-03,2033,T,41,6.1NRT,285.13,7.86,N
4.36246,20.06734,306.17,1.02,1.01,2024-02-03,2033,T,25,6.1NRT,283.17,6.45,N
4.4038,20.29996,323.27,1.03,1.01,2024-02-03,2033,T,100,6.1NRT,284.69,22.43,N
4.40254,20.2909,310.52,1.03,1.01,2024-02-03,2033,T,80,6.1NRT,283.97,10.68,N
4.381,19.81055,302.8,1.01,1,2024-02-03,2033,T,51,6.1NRT,282.98,5.67,N
4.77144,22.45938,309.24,1.3,1.13,2024-02-03,2033,T,77,6.1NRT,278.86,15.7,N
5.75881,28.89587,302.44,4.25,1.91,2024-02-03,2033,T,49,6.1NRT,287.82,41.73,N
5.75402,28.85847,318.03,4.22,1.9,2024-02-03,2033,T,96,6.1NRT,288.51,130.08,N
5.77569,28.89394,331.95,4.25,1.91,2024-02-03,2033,T,100,6.1NRT,288.7,257.54,N
5.77086,28.85667,332.17,4.22,1.9,2024-02-03,2033,T,100,6.1NRT,288.43,256.7,N
5.76303,28.88832,326.34,4.25,1.91,2024-02-03,2033,T,100,6.1NRT,288.77,204.53,N
5.75847,28.85079,324.42,4.22,1.9,2024-02-03,2033,T,100,6.1NRT,288.39,183.25,N
5.77991,28.88647,331.19,4.25,1.91,2024-02-03,2033,T,100,6.1NRT,288.36,253.83,N
5.77532,28.84911,315.32,4.22,1.9,2024-02-03,2033,T,91,6.1NRT,287.73,113.94,N
4.60041,19.72493,306.71,1.01,1,2024-02-03,2033,T,69,6.1NRT,285.42,7.53,N
4.60926,19.72367,300.49,1.01,1,2024-02-03,2033,T,21,6.1NRT,285.18,3.57,N
3.21928,10.21226,301.38,3.92,1.84,2024-02-03,2033,T,41,6.1NRT,286.25,26.27,N
4.63972,19.60517,300.63,1,1,2024-02-03,2033,T,31,6.1NRT,282.3,4.81,N
3.22651,10.2059,307.23,3.92,1.84,2024-02-03,2033,T,71,6.1NRT,285.77,51.15,N
4.64987,19.22607,308.82,1,1,2024-02-03,2033,T,76,6.1NRT,279.26,10.14,N
4.68828,19.43624,301.39,1,1,2024-02-03,2033,T,41,6.1NRT,284.32,4.9,N
4.69958,19.45261,302.48,1,1,2024-02-03,2033,T,49,6.1NRT,285.44,5.01,N
5.80886,26.83364,306.38,2.91,1.63,2024-02-03,2036,T,68,6.1NRT,289.01,32.61,N
5.797,26.82954,301.82,2.91,1.63,2024-02-03,2036,T,44,6.1NRT,288.63,21.23,N
5.81137,26.82754,302.9,2.91,1.63,2024-02-03,2036,T,52,6.1NRT,288.9,23.72,N
4.92011,19.43876,307.5,1,1,2024-02-03,2036,T,72,6.1NRT,280.19,8.98,N
4.91888,19.42994,302.74,1,1,2024-02-03,2036,T,51,6.1NRT,280.12,6.15,N
3.70336,10.17875,305.2,3.87,1.83,2024-02-03,2036,T,63,6.1NRT,282.44,45.19,N
3.69482,10.17359,304.59,3.87,1.83,2024-02-03,2036,T,61,6.1NRT,282.31,42.25,N
4.92425,14.99168,301.2,1.53,1.22,2024-02-03,2036,T,39,6.1NRT,290.22,8.64,N
6.09745,23.29024,300.54,1.55,1.23,2024-02-03,2036,T,30,6.1NRT,288.18,8.91,N
5.1187,15.75121,300.1,1.34,1.15,2024-02-03,2036,T,17,6.1NRT,287.51,6.06,N
6.0975,22.6,300.11,1.38,1.16,2024-02-03,2036,T,17,6.1NRT,289.35,6.78,N
6.09588,22.5879,301.5,1.38,1.16,2024-02-03,2036,T,42,6.1NRT,289.28,7.93,N
6.61535,25.4508,313.31,2.32,1.47,2024-02-03,2036,T,87,6.1NRT,290.08,38.94,N
6.6311,25.46945,308.99,2.33,1.48,2024-02-03,2036,T,51,6.1NRT,290.16,27.31,N
6.62838,25.44907,311.66,2.32,1.47,2024-02-03,2036,T,78,6.1NRT,289.45,33.74,N
6.61335,25.44443,310.42,2.32,1.47,2024-02-03,2036,T,80,6.1NRT,289.75,31.62,N
6.62893,25.46302,316.73,2.33,1.48,2024-02-03,2036,T,94,6.1NRT,290.46,49.3,N
6.62636,25.44263,305.71,2.32,1.47,2024-02-03,2036,T,59,6.1NRT,289.04,21.21,N
6.64195,25.46113,304.72,2.33,1.48,2024-02-03,2036,T,42,6.1NRT,290.16,18.45,N
5.56269,17.39919,326.45,1.08,1.04,2024-02-03,2036,T,100,6.1NRT,290.03,27.87,N
5.57185,17.39786,318.88,1.08,1.04,2024-02-03,2036,T,98,6.1NRT,288.8,18.79,N
6.68381,25.47682,300.27,2.34,1.48,2024-02-03,2036,T,23,6.1NRT,288.61,10.77,N
5.84229,19.12032,306.9,1,1,2024-02-03,2036,T,70,6.1NRT,292.8,6.89,N
6.01225,19.67818,324.27,1.01,1.01,2024-02-03,2036,T,100,6.1NRT,291.8,22.77,N
6.01101,19.66926,331.51,1.01,1.01,2024-02-03,2036,T,100,6.1NRT,291.73,31.68,N
5.71049,17.40432,309.06,1.08,1.04,2024-02-03,2036,T,76,6.1NRT,283.42,11.05,N
5.87141,18.14385,301.84,1.02,1.01,2024-02-03,2036,T,45,6.1NRT,286.99,5.14,N
5.87014,18.13484,306.1,1.02,1.01,2024-02-03,2036,T,67,6.1NRT,287.31,7.66,N
6.77201,24.56364,340.01,1.98,1.37,2024-02-03,2036,T,100,6.1NRT,290.79,119.04,N
6.76969,24.54621,331.55,1.98,1.37,2024-02-03,2036,T,100,6.1NRT,290.46,84.19,N
5.87652,18.05095,300.01,1.03,1.01,2024-02-03,2036,T,8,6.1NRT,288.43,4.2,N
6.76411,24.55909,322.79,1.98,1.37,2024-02-03,2036,T,100,6.1NRT,290.17,57.08,N
6.76193,24.54159,300.55,1.98,1.37,2024-02-03,2036,T,28,6.1NRT,288.32,10.57,N
6.77623,24.55729,328.24,1.98,1.37,2024-02-03,2036,T,100,6.1NRT,290.66,72.16,N
6.77404,24.5399,310.07,1.98,1.37,2024-02-03,2036,T,79,6.1NRT,288.63,25.26,N
6.80502,24.58928,301.01,2,1.38,2024-02-03,2036,T,36,6.1NRT,289.13,10.81,N
7.0591,25.93822,304.36,2.58,1.54,2024-02-03,2036,T,45,6.1NRT,289.98,19.96,N
5.9981,18.05805,309.45,1.03,1.01,2024-02-03,2036,T,77,6.1NRT,289.26,10.37,N
7.06909,25.95403,308.95,2.6,1.55,2024-02-03,2036,T,76,6.1NRT,288.55,34.14,N
7.06618,25.93077,300.81,2.58,1.54,2024-02-03,2036,T,34,6.1NRT,290.08,14.39,N
5.93391,17.15365,310.72,1.1,1.05,2024-02-03,2036,T,81,6.1NRT,285.45,12.86,N
7.03454,24.56509,300.16,2,1.38,2024-02-03,2036,T,20,6.1NRT,288.61,10.06,N
6.53111,20.56887,304.46,1.08,1.04,2024-02-03,2036,T,60,6.1NRT,289.69,7.22,N
6.99996,23.43451,302.48,1.64,1.26,2024-02-03,2036,T,49,6.1NRT,290.39,10.96,N
5.74218,13.37651,302.28,1.97,1.37,2024-02-03,2036,T,48,6.1NRT,288.1,14.83,N
5.74957,13.38766,303.37,1.96,1.37,2024-02-03,2036,T,55,6.1NRT,288.22,15.36,N
7.26004,23.94526,309.77,1.81,1.32,2024-02-03,2036,T,78,6.1NRT,289.27,23.32,N
7.27373,23.95973,309,1.81,1.32,2024-02-03,2036,T,55,6.1NRT,289.14,21.08,N
7.27167,23.94364,328.89,1.81,1.32,2024-02-03,2036,T,100,6.1NRT,289.64,65.57,N
7.28955,23.99036,322.28,1.82,1.32,2024-02-03,2036,T,100,6.1NRT,290,46.66,N
7.28536,23.95799,310.73,1.81,1.32,2024-02-03,2036,T,34,6.1NRT,289.88,22.53,N
7.36019,24.44317,303.99,1.98,1.37,2024-02-03,2036,T,17,6.1NRT,290.14,14.79,N
7.35793,24.42571,308.96,1.98,1.37,2024-02-03,2036,T,73,6.1NRT,289.55,23.42,N
7.30544,24.02115,308.93,1.83,1.33,2024-02-03,2036,T,57,6.1NRT,288.88,21.35,N
7.30331,24.0048,315.5,1.83,1.32,2024-02-03,2036,T,91,6.1NRT,290.15,32.87,N
7.30122,23.98871,316.68,1.82,1.32,2024-02-03,2036,T,57,6.1NRT,289.72,32.77,N
7.37463,24.4592,307.27,1.99,1.38,2024-02-03,2036,T,34,6.1NRT,289.6,19.15,N
7.31717,24.01964,314.62,1.83,1.33,2024-02-03,2036,T,86,6.1NRT,289.22,30.93,N
6.92081,21.05727,305.39,1.15,1.07,2024-02-03,2036,T,64,6.1NRT,288.68,8.37,N
6.91942,21.04714,303.72,1.14,1.07,2024-02-03,2036,T,57,6.1NRT,288.62,6.97,N
7.33103,24.03435,320.62,1.84,1.33,2024-02-03,2036,T,100,6.1NRT,289.62,44.87,N
7.32887,24.01799,304.64,1.83,1.33,2024-02-03,2036,T,16,6.1NRT,289.3,13.91,N
7.27904,23.64185,301.72,1.71,1.28,2024-02-03,2036,T,44,6.1NRT,286.62,11.48,N
7.27699,23.62642,308.26,1.71,1.28,2024-02-03,2036,T,74,6.1NRT,288.57,20.1,N
7.33821,24.0269,303.04,1.84,1.33,2024-02-03,2036,T,20,6.1NRT,288.01,12.5,N
6.89573,20.54233,323.74,1.09,1.04,2024-02-03,2036,T,100,6.1NRT,290.17,24.22,N
7.36792,24.07298,302.67,1.86,1.33,2024-02-03,2036,T,48,6.1NRT,289.52,12.62,N
7.3797,24.07142,301.55,1.86,1.33,2024-02-03,2036,T,32,6.1NRT,289.74,10.86,N
7.56964,25.36282,304.08,2.37,1.49,2024-02-03,2036,T,58,6.1NRT,289.93,18.78,N
7.03155,21.26571,319.44,1.18,1.08,2024-02-03,2036,T,99,6.1NRT,289.06,22.24,N
7.03014,21.25527,342.44,1.18,1.08,2024-02-03,2036,T,100,6.1NRT,290.74,60.91,N
7.38128,23.80927,311.65,1.77,1.3,2024-02-03,2036,T,83,6.1NRT,290.4,25.73,N
7.4355,24.13106,301.06,1.88,1.34,2024-02-03,2036,T,34,6.1NRT,289.03,9.69,N
6.94952,20.52494,324.04,1.09,1.04,2024-02-03,2036,T,100,6.1NRT,292.63,23.53,N
6.9482,20.51537,372.27,1.08,1.04,2024-02-03,2036,T,100,6.1NRT,297.02,139.15,N
6.94689,20.50582,305.57,1.08,1.04,2024-02-03,2036,T,65,6.1NRT,290.4,7.04,N
7.4234,23.94929,300.43,1.82,1.32,2024-02-03,2036,T,4,6.1NRT,289.54,8.09,N
6.95738,20.51407,317.44,1.08,1.04,2024-02-03,2036,T,95,6.1NRT,291.09,16.49,N
6.99465,20.71599,300.78,1.11,1.05,2024-02-03,2036,T,33,6.1NRT,289.2,4.55,N
7.37978,23.44863,307.11,1.66,1.27,2024-02-03,2036,T,70,6.1NRT,292.14,15.36,N
7.43796,23.81223,307.31,1.78,1.31,2024-02-03,2036,T,71,6.1NRT,287.29,19.85,N
7.49343,24.15158,305.76,1.89,1.34,2024-02-03,2036,T,43,6.1NRT,291.08,15.46,N
7.5595,24.1937,301.16,1.91,1.35,2024-02-03,2036,T,9,6.1NRT,290.11,8.75,N
6.70361,17.83271,304.18,1.03,1.01,2024-02-03,2036,T,58,6.1NRT,288.12,6.26,N
6.71256,17.83143,302.14,1.03,1.01,2024-02-03,2036,T,41,6.1NRT,288.38,4.93,N
6.71126,17.82235,300.18,1.03,1.01,2024-02-03,2036,T,7,6.1NRT,289.52,3.57,N
7.57936,24.20174,303.62,1.91,1.35,2024-02-03,2036,T,56,6.1NRT,289.3,13.41,N
7.56152,23.96826,300.23,1.83,1.33,2024-02-03,2036,T,19,6.1NRT,289.77,9.36,N
6.06467,13.32121,300.64,1.96,1.37,2024-02-03,2036,T,31,6.1NRT,290.17,11.35,N
