latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
6.47653,31.87124,357.38,2.66,1.57,2024-02-02,1218,A,98,6.1NRT,299.28,289.71,D
5.76965,26.76611,316.73,1.13,1.06,2024-02-02,1218,A,44,6.1NRT,288.21,9.38,D
5.74574,26.59807,333.47,1.11,1.05,2024-02-02,1218,A,80,6.1NRT,297.28,27.63,D
6.68214,33.29719,321.69,3.49,1.76,2024-02-02,1218,A,56,6.1NRT,299.05,47.72,D
6.49686,31.91683,358.56,2.69,1.57,2024-02-02,1218,A,99,6.1NRT,293.93,272.81,D
6.2387,30.03239,332.09,1.89,1.34,2024-02-02,1218,A,77,6.1NRT,303.55,42.69,D
6.23639,30.01568,322.94,1.88,1.34,2024-02-02,1218,A,50,6.1NRT,302.99,14.77,D
4.97854,21.27995,323.97,1.36,1.16,2024-02-02,1218,A,74,6.1NRT,301.99,17.45,D
4.96951,21.21962,317.72,1.38,1.16,2024-02-02,1218,A,41,6.1NRT,293.48,10.34,D
4.96769,21.20746,316.75,1.38,1.16,2024-02-02,1218,A,31,6.1NRT,293.71,8.95,D
4.95294,21.109,319.43,1.4,1.17,2024-02-02,1218,A,66,6.1NRT,301.61,12.52,D
6.50434,31.86758,336.65,2.66,1.57,2024-02-02,1218,A,80,6.1NRT,300.31,113.45,D
6.70503,33.23172,336.35,3.45,1.75,2024-02-02,1218,A,84,6.1NRT,299.85,152.03,D
6.5215,31.88941,334.21,2.68,1.57,2024-02-02,1218,A,73,6.1NRT,299.98,88.59,D
6.51824,31.86576,344.63,2.66,1.57,2024-02-02,1218,A,90,6.1NRT,300.1,169.65,D
5.10368,21.98523,336.04,1.23,1.1,2024-02-02,1218,A,87,6.1NRT,306.46,33.16,D
5.10208,21.97436,328.49,1.23,1.1,2024-02-02,1218,A,70,6.1NRT,308.93,18.12,D
4.99192,21.22876,318.37,1.37,1.16,2024-02-02,1218,A,22,6.1NRT,293.43,10.82,D
6.49309,31.96078,326.79,2.71,1.58,2024-02-02,1218,A,51,6.1NRT,302.01,24.9,D
6.49004,31.93677,331.35,2.7,1.57,2024-02-02,1218,A,78,6.1NRT,292.05,51.23,D
6.48701,31.91288,349.18,2.69,1.57,2024-02-02,1218,A,93,6.1NRT,295.85,182.86,D
6.48399,31.88909,328.41,2.68,1.57,2024-02-02,1218,A,44,6.1NRT,297.77,59.99,D
6.48098,31.8654,332.23,2.66,1.57,2024-02-02,1218,A,69,6.1NRT,298.91,89.09,D
6.24356,30.02611,327.12,1.89,1.34,2024-02-02,1218,A,68,6.1NRT,303.51,26.3,D
5.10461,21.97944,333.37,1.23,1.1,2024-02-02,1218,A,84,6.1NRT,308.01,26.98,D
6.67597,33.2928,323.3,3.49,1.76,2024-02-02,1218,A,64,6.1NRT,299.5,56.7,D
6.50097,31.91101,347.97,2.69,1.57,2024-02-02,1218,A,93,6.1NRT,295.5,171.3,D
6.49792,31.88723,325.47,2.68,1.57,2024-02-02,1218,A,31,6.1NRT,299.34,48.29,D
6.51185,31.88536,339.23,2.68,1.57,2024-02-02,1218,A,86,6.1NRT,300.7,124.81,D
6.50878,31.86169,336.35,2.66,1.57,2024-02-02,1218,A,83,6.1NRT,300,115.3,D
6.19915,29.51243,325.69,1.72,1.29,2024-02-02,1218,A,65,6.1NRT,304.28,17.68,D
5.0234,21.31674,320.65,1.35,1.15,2024-02-02,1218,A,39,6.1NRT,304.34,12.28,D
4.90581,20.55494,317.39,1.54,1.22,2024-02-02,1218,A,54,6.1NRT,301.95,11.03,D
6.52578,31.88351,334.98,2.68,1.57,2024-02-02,1218,A,74,6.1NRT,300.23,93.76,D
6.52269,31.85984,326.81,2.66,1.57,2024-02-02,1218,A,64,6.1NRT,299.1,61.37,D
6.71485,33.22518,332.18,3.45,1.75,2024-02-02,1218,A,79,6.1NRT,299.67,117.94,D
6.53971,31.88167,348.55,2.68,1.57,2024-02-02,1218,A,93,6.1NRT,299.12,194.16,D
4.79933,19.72114,315.89,1.78,1.31,2024-02-02,1218,A,22,6.1NRT,292.46,12.81,D
4.77463,19.56204,324.9,1.83,1.33,2024-02-02,1218,A,75,6.1NRT,302.35,28.41,D
4.60426,18.47238,324.23,2.25,1.45,2024-02-02,1218,A,76,6.1NRT,297.11,42.69,D
4.34951,16.8669,318.34,3.06,1.66,2024-02-02,1218,A,57,6.1NRT,299.95,45.27,D
6.5568,31.9036,348.1,2.69,1.57,2024-02-02,1218,A,93,6.1NRT,300.99,178.16,D
6.55364,31.87983,357.48,2.68,1.57,2024-02-02,1218,A,98,6.1NRT,299.58,281.92,D
6.39998,30.73228,323.99,2.15,1.43,2024-02-02,1218,A,45,6.1NRT,303.23,21.31,D
5.01344,21.04405,319.11,1.41,1.18,2024-02-02,1218,A,64,6.1NRT,303.44,11.99,D
6.57075,31.90177,383.06,2.69,1.57,2024-02-02,1218,A,100,6.1NRT,302.75,636.45,D
6.56757,31.878,364.96,2.68,1.57,2024-02-02,1218,A,100,6.1NRT,300.33,370.19,D
5.06251,21.29898,321.44,1.36,1.15,2024-02-02,1218,A,70,6.1NRT,302.28,17.56,D
5.0607,21.28698,322.22,1.36,1.15,2024-02-02,1218,A,71,6.1NRT,304.68,18.26,D
5.04788,21.20177,323.77,1.38,1.16,2024-02-02,1218,A,73,6.1NRT,302.41,17.12,D
6.77371,33.31168,355.93,3.51,1.76,2024-02-02,1218,A,97,6.1NRT,299.28,396.23,D
6.7696,33.28067,321.69,3.49,1.76,2024-02-02,1218,A,53,6.1NRT,299.71,44.16,D
6.58794,31.92381,331.45,2.7,1.57,2024-02-02,1218,A,66,6.1NRT,299.1,68.79,D
6.58471,31.89993,370.23,2.69,1.57,2024-02-02,1218,A,100,6.1NRT,298.65,434.46,D
6.5815,31.87616,342.58,2.68,1.57,2024-02-02,1218,A,89,6.1NRT,298.77,151.78,D
6.37959,30.39618,322.32,2.02,1.39,2024-02-02,1218,A,51,6.1NRT,300.08,30.69,D
6.37712,30.37826,325.24,2.02,1.38,2024-02-02,1218,A,64,6.1NRT,300.71,39.87,D
6.34573,30.15057,324.85,1.93,1.36,2024-02-02,1218,A,54,6.1NRT,304.1,22.08,D
5.07275,21.29756,328.25,1.36,1.15,2024-02-02,1218,A,79,6.1NRT,300.86,28.18,D
5.07095,21.28557,331.89,1.36,1.15,2024-02-02,1218,A,83,6.1NRT,302.42,35.16,D
4.81968,19.62126,319.4,1.81,1.32,2024-02-02,1218,A,56,6.1NRT,299.12,18.69,D
4.80741,19.5407,320.52,1.84,1.33,2024-02-02,1218,A,68,6.1NRT,300.85,20.98,D
4.34583,16.55492,317.28,3.25,1.7,2024-02-02,1218,A,32,6.1NRT,302.61,36.62,D
6.60193,31.92198,339.75,2.7,1.57,2024-02-02,1218,A,87,6.1NRT,296.91,128.23,D
6.59867,31.8981,364.96,2.69,1.57,2024-02-02,1218,A,100,6.1NRT,298.31,369.95,D
5.16974,21.88017,320.58,1.24,1.11,2024-02-02,1218,A,0,6.1NRT,304.35,8.88,D
5.07028,21.21084,330.95,1.37,1.16,2024-02-02,1218,A,82,6.1NRT,302.92,28.97,D
5.08056,21.20924,320.73,1.37,1.16,2024-02-02,1218,A,62,6.1NRT,302.64,12.31,D
4.79083,19.27084,318.33,1.93,1.36,2024-02-02,1218,A,56,6.1NRT,300.78,14.55,D
6.57981,31.91746,334.8,2.7,1.57,2024-02-02,1218,A,71,6.1NRT,299.95,82.69,D
6.57678,31.89355,382.64,2.69,1.57,2024-02-02,1218,A,100,6.1NRT,302.5,631.67,D
6.57376,31.86976,322.28,2.68,1.57,2024-02-02,1218,A,38,6.1NRT,299.01,37.57,D
6.38335,30.38861,322.98,2.02,1.39,2024-02-02,1218,A,50,6.1NRT,299.96,29.81,D
6.38101,30.37068,323.1,2.02,1.38,2024-02-02,1218,A,56,6.1NRT,300.5,30.42,D
6.35127,30.1428,325.41,1.93,1.36,2024-02-02,1218,A,38,6.1NRT,303.9,20.33,D
5.07947,21.2153,318.83,1.37,1.16,2024-02-02,1218,A,41,6.1NRT,302.84,10.83,D
6.77338,33.33587,325.36,3.53,1.77,2024-02-02,1218,A,70,6.1NRT,297.34,71.56,D
6.76948,33.30465,352.85,3.51,1.76,2024-02-02,1218,A,96,6.1NRT,300.04,349.87,D
6.59687,31.9396,323.81,2.71,1.58,2024-02-02,1218,A,46,6.1NRT,297,37.9,D
6.5938,31.91559,344.25,2.7,1.57,2024-02-02,1218,A,90,6.1NRT,298.05,158.12,D
6.59074,31.89169,362.05,2.69,1.57,2024-02-02,1218,A,100,6.1NRT,297.93,330.45,D
6.55208,31.59049,319.8,2.54,1.53,2024-02-02,1218,A,31,6.1NRT,298.91,28.44,D
4.3442,16.54797,318.46,3.25,1.7,2024-02-02,1218,A,43,6.1NRT,303.16,40.44,D
6.60778,31.91374,342.62,2.7,1.57,2024-02-02,1218,A,89,6.1NRT,297.9,148.29,D
6.60469,31.88984,336.52,2.69,1.57,2024-02-02,1218,A,84,6.1NRT,297.56,105.28,D
5.08502,21.11464,320.34,1.39,1.17,2024-02-02,1218,A,66,6.1NRT,299.17,16.6,D
5.08313,21.10238,324.25,1.4,1.17,2024-02-02,1218,A,73,6.1NRT,297,23.14,D
6.4372,30.51075,324.2,2.07,1.4,2024-02-02,1218,A,63,6.1NRT,298.29,41.69,D
6.43476,30.4924,326.81,2.07,1.4,2024-02-02,1218,A,70,6.1NRT,299.09,49.8,D
4.90831,19.90244,318.66,1.72,1.29,2024-02-02,1218,A,38,6.1NRT,292.58,24.28,D
4.82383,19.36206,321.5,1.9,1.35,2024-02-02,1218,A,70,6.1NRT,301.75,21.71,D
4.7891,19.14095,329.32,1.98,1.37,2024-02-02,1218,A,80,6.1NRT,300.56,48.99,D
4.78632,19.12323,321.37,1.98,1.37,2024-02-02,1218,A,70,6.1NRT,299.02,25.03,D
6.44964,30.50907,347.32,2.07,1.4,2024-02-02,1218,A,92,6.1NRT,298.73,139.41,D
6.44718,30.49072,344.56,2.07,1.4,2024-02-02,1218,A,90,6.1NRT,299.86,124.6,D
4.83571,19.35998,325.71,1.9,1.35,2024-02-02,1218,A,76,6.1NRT,302.17,33.26,D
4.56869,17.66317,317.13,2.62,1.55,2024-02-02,1218,A,63,6.1NRT,302.2,21.97,D
4.94014,19.88185,316.14,1.72,1.29,2024-02-02,1218,A,51,6.1NRT,295.72,15.84,D
5.72518,25.1062,316.39,1.01,1,2024-02-02,1218,A,60,6.1NRT,284.48,5.97,D
4.85594,19.2529,332.04,1.93,1.36,2024-02-02,1218,A,81,6.1NRT,296.02,63.3,D
6.73183,32.19799,327.96,2.86,1.61,2024-02-02,1218,A,74,6.1NRT,301.48,44.87,D
6.64737,31.57785,319.87,2.54,1.53,2024-02-02,1218,A,24,6.1NRT,297.27,27.73,D
6.6443,31.55541,319.17,2.53,1.53,2024-02-02,1218,A,8,6.1NRT,295.65,27.3,D
5.16889,21.25114,324.02,1.36,1.16,2024-02-02,1218,A,52,6.1NRT,305.68,14.64,D
4.64794,17.72148,317.95,2.58,1.54,2024-02-02,1218,A,65,6.1NRT,301.84,24.42,D
5.17759,21.25665,322.91,1.36,1.15,2024-02-02,1218,A,26,6.1NRT,304.96,11.53,D
4.86035,19.24714,327.87,1.93,1.36,2024-02-02,1218,A,59,6.1NRT,294.34,51.08,D
6.64002,31.57356,319.93,2.54,1.53,2024-02-02,1218,A,30,6.1NRT,296.76,28.92,D
5.07514,20.53004,315.95,1.53,1.22,2024-02-02,1218,A,40,6.1NRT,299.97,10.77,D
6.93807,33.80882,316.88,3.87,1.83,2024-02-02,1218,A,30,6.1NRT,295.13,48.45,D
6.73363,32.19255,325.17,2.86,1.61,2024-02-02,1218,A,61,6.1NRT,301.51,32.61,D
5.24306,21.54701,327.41,1.3,1.13,2024-02-02,1218,A,77,6.1NRT,306.01,19.38,D
4.64062,17.71797,316.66,2.58,1.54,2024-02-02,1218,A,60,6.1NRT,302.07,22.89,D
5.19632,21.10476,325.36,1.39,1.17,2024-02-02,1218,A,74,6.1NRT,303.81,20.57,D
7.00028,33.9064,324.71,3.95,1.85,2024-02-02,1218,A,71,6.1NRT,295.04,106.18,D
6.9958,33.87156,337.38,3.92,1.84,2024-02-02,1218,A,86,6.1NRT,296.06,224.68,D
5.25205,21.40296,322.98,1.33,1.14,2024-02-02,1218,A,66,6.1NRT,306.21,10.28,D
7.0167,33.9043,339.55,3.95,1.85,2024-02-02,1218,A,87,6.1NRT,294.05,250.48,D
7.01218,33.86947,364.59,3.92,1.84,2024-02-02,1218,A,100,6.1NRT,297.1,656.52,D
6.60106,30.77086,322.91,2.19,1.43,2024-02-02,1218,A,37,6.1NRT,303.05,25.41,D
6.59845,30.75155,335.47,2.18,1.43,2024-02-02,1218,A,83,6.1NRT,301.72,74.96,D
6.43163,29.53067,334.16,1.74,1.29,2024-02-02,1218,A,81,6.1NRT,302.88,46.25,D
6.42951,29.51525,350.3,1.73,1.29,2024-02-02,1218,A,94,6.1NRT,303.59,109.65,D
5.24617,21.29513,321.34,1.35,1.15,2024-02-02,1218,A,62,6.1NRT,302.68,12.75,D
5.13741,20.57585,315.62,1.52,1.22,2024-02-02,1218,A,41,6.1NRT,300.35,8.63,D
5.00039,19.67795,336.22,1.78,1.31,2024-02-02,1218,A,86,6.1NRT,293.46,67.73,D
4.99796,19.66211,330.95,1.79,1.31,2024-02-02,1218,A,81,6.1NRT,293.46,49.72,D
6.72782,31.60796,324.25,2.56,1.54,2024-02-02,1218,A,35,6.1NRT,295.93,44.72,D
6.75712,31.72092,332.04,2.62,1.55,2024-02-02,1218,A,79,6.1NRT,297.28,87.43,D
6.75397,31.69777,381.53,2.61,1.55,2024-02-02,1218,A,100,6.1NRT,299.71,597.42,D
6.75083,31.67472,333.56,2.6,1.55,2024-02-02,1218,A,81,6.1NRT,298.15,84.69,D
6.76774,31.69596,338.05,2.61,1.55,2024-02-02,1218,A,84,6.1NRT,296.93,112.77,D
6.76457,31.67292,329.21,2.6,1.55,2024-02-02,1218,A,53,6.1NRT,298.38,59.78,D
7.00777,33.89783,352.38,3.95,1.85,2024-02-02,1218,A,96,6.1NRT,295.52,423.5,D
7.00352,33.86298,348.55,3.92,1.84,2024-02-02,1218,A,94,6.1NRT,297.26,358.82,D
7.02418,33.89569,317.92,3.95,1.85,2024-02-02,1218,A,51,6.1NRT,294.61,61.16,D
7.01989,33.86084,321.82,3.92,1.84,2024-02-02,1218,A,66,6.1NRT,295.24,86.83,D
6.75037,31.71441,350.54,2.62,1.55,2024-02-02,1218,A,95,6.1NRT,296.81,212.16,D
6.74741,31.69124,357.66,2.61,1.55,2024-02-02,1218,A,98,6.1NRT,298.42,274.95,D
5.22991,20.92825,319.48,1.43,1.18,2024-02-02,1218,A,60,6.1NRT,304.38,10.44,D
5.22795,20.91564,319.06,1.43,1.18,2024-02-02,1218,A,58,6.1NRT,303.36,10.27,D
4.93957,19.08627,318.68,1.98,1.37,2024-02-02,1218,A,48,6.1NRT,300.01,22.88,D
6.76416,31.71258,325.92,2.62,1.55,2024-02-02,1218,A,31,6.1NRT,297.28,53.7,D
6.76117,31.68941,360.41,2.61,1.55,2024-02-02,1218,A,100,6.1NRT,298.47,305.19,D
6.75819,31.66634,325.82,2.6,1.55,2024-02-02,1218,A,37,6.1NRT,298.23,45.54,D
6.51156,29.78643,330.04,1.82,1.32,2024-02-02,1218,A,76,6.1NRT,303.71,34.63,D
5.17961,20.53471,330.5,1.53,1.22,2024-02-02,1218,A,80,6.1NRT,302.11,36.38,D
5.1775,20.52117,318.18,1.53,1.22,2024-02-02,1218,A,56,6.1NRT,302.36,11.26,D
5.07005,19.83377,326.45,1.73,1.29,2024-02-02,1218,A,0,6.1NRT,300.72,35.29,D
6.77494,31.68758,341.91,2.61,1.55,2024-02-02,1218,A,89,6.1NRT,298.32,143.89,D
6.77194,31.66453,323.79,2.6,1.55,2024-02-02,1218,A,31,6.1NRT,299.16,41.83,D
6.54086,29.91588,349.21,1.87,1.34,2024-02-02,1218,A,94,6.1NRT,304.39,113.74,D
6.78871,31.68576,331.94,2.61,1.55,2024-02-02,1218,A,80,6.1NRT,298.94,81.33,D
6.78568,31.66271,326.75,2.6,1.55,2024-02-02,1218,A,62,6.1NRT,300.03,56.16,D
5.32446,21.33762,320.87,1.34,1.15,2024-02-02,1218,A,40,6.1NRT,304.48,9.7,D
5.35751,21.48755,325.1,1.31,1.13,2024-02-02,1218,A,73,6.1NRT,304.33,17.95,D
5.32012,21.24036,320.59,1.36,1.15,2024-02-02,1218,A,64,6.1NRT,302.86,12.25,D
5.31468,21.20445,318.83,1.36,1.16,2024-02-02,1218,A,58,6.1NRT,302.98,8.46,D
5.23233,20.66303,317.67,1.49,1.21,2024-02-02,1218,A,38,6.1NRT,302.84,10.37,D
7.06233,33.5466,326.56,3.71,1.8,2024-02-02,1218,A,64,6.1NRT,297.71,99.2,D
5.8707,24.90021,332.04,1,1,2024-02-02,1218,A,83,6.1NRT,300.13,19.96,D
5.42151,21.84576,321.71,1.24,1.11,2024-02-02,1218,A,67,6.1NRT,302.88,11.66,D
5.39325,21.65714,326.13,1.27,1.12,2024-02-02,1218,A,69,6.1NRT,306.34,15.71,D
5.39156,21.6459,323,1.28,1.12,2024-02-02,1218,A,47,6.1NRT,305.64,11.2,D
5.34116,21.31062,320.44,1.34,1.15,2024-02-02,1218,A,25,6.1NRT,304.6,9.67,D
5.40486,21.66692,324.32,1.27,1.12,2024-02-02,1218,A,49,6.1NRT,305.71,12.5,D
5.35132,21.30902,321.32,1.34,1.15,2024-02-02,1218,A,58,6.1NRT,303.69,12.15,D
4.81269,17.81762,323.22,2.52,1.53,2024-02-02,1218,A,73,6.1NRT,302.2,42.62,D
7.06973,33.54065,326.89,3.71,1.8,2024-02-02,1218,A,75,6.1NRT,297.3,109.36,D
6.20232,26.84883,324.64,1.15,1.07,2024-02-02,1218,A,55,6.1NRT,295.19,15.27,D
5.27463,20.55651,317.44,1.51,1.21,2024-02-02,1218,A,53,6.1NRT,302.67,10.03,D
6.99463,32.57495,332.38,3.09,1.67,2024-02-02,1218,A,72,6.1NRT,300.29,87.99,D
5.25823,20.3071,316.75,1.58,1.24,2024-02-02,1218,A,51,6.1NRT,300.75,13.92,D
5.25607,20.29312,316.21,1.58,1.24,2024-02-02,1218,A,46,6.1NRT,301.03,13.06,D
4.85956,17.76433,316.17,2.54,1.53,2024-02-02,1218,A,55,6.1NRT,301.57,19.96,D
4.85602,17.7421,324.61,2.55,1.54,2024-02-02,1218,A,75,6.1NRT,301.2,53.54,D
5.50702,21.80481,319.33,1.24,1.11,2024-02-02,1218,A,57,6.1NRT,302.36,8.13,D
5.33964,20.69471,317.47,1.48,1.2,2024-02-02,1218,A,53,6.1NRT,303.25,8.29,D
6.75831,30.48708,341.69,2.09,1.41,2024-02-02,1218,A,89,6.1NRT,300.31,98.08,D
5.42029,21.1582,319.42,1.37,1.16,2024-02-02,1218,A,52,6.1NRT,303.94,10.59,D
5.35027,20.69306,339.11,1.48,1.2,2024-02-02,1218,A,88,6.1NRT,304.16,55.24,D
5.34831,20.68009,329.11,1.48,1.2,2024-02-02,1218,A,78,6.1NRT,303.83,29.69,D
4.96037,18.14509,319.82,2.36,1.48,2024-02-02,1218,A,67,6.1NRT,300.82,32.76,D
7.19046,33.59239,316.39,3.75,1.81,2024-02-02,1218,A,36,6.1NRT,293.92,56.03,D
6.77079,30.4854,342.47,2.09,1.41,2024-02-02,1218,A,89,6.1NRT,300.13,103.18,D
6.73587,30.23231,318.79,1.99,1.38,2024-02-02,1218,A,43,6.1NRT,297.81,25.53,D
6.73343,30.21468,319.05,1.98,1.37,2024-02-02,1218,A,45,6.1NRT,298.89,25.74,D
6.60645,29.21867,325.57,1.65,1.26,2024-02-02,1218,A,66,6.1NRT,303.53,14.87,D
5.47093,21.3578,320.77,1.33,1.14,2024-02-02,1218,A,58,6.1NRT,303.88,10.46,D
5.46566,21.32233,325.21,1.33,1.14,2024-02-02,1218,A,73,6.1NRT,305.02,18.23,D
5.46391,21.31048,325.62,1.34,1.15,2024-02-02,1218,A,73,6.1NRT,304.36,19.92,D
6.7609,30.47959,330.04,2.09,1.41,2024-02-02,1218,A,51,6.1NRT,301.64,47.27,D
6.72809,30.22628,318.08,1.99,1.38,2024-02-02,1218,A,38,6.1NRT,297.15,22.74,D
5.46951,21.35141,322.77,1.33,1.14,2024-02-02,1218,A,51,6.1NRT,304,12.5,D
5.46401,21.31594,326.09,1.33,1.14,2024-02-02,1218,A,75,6.1NRT,304.98,19.87,D
5.32563,20.43143,318.05,1.54,1.22,2024-02-02,1218,A,50,6.1NRT,301.07,14.56,D
6.77337,30.4779,337.46,2.09,1.41,2024-02-02,1218,A,70,6.1NRT,301.07,82.55,D
5.46503,21.25541,323.34,1.35,1.15,2024-02-02,1218,A,70,6.1NRT,304.43,15.89,D
5.48973,21.34824,322.04,1.33,1.14,2024-02-02,1218,A,60,6.1NRT,305.51,12.44,D
7.19966,33.58341,316.84,3.75,1.81,2024-02-02,1218,A,48,6.1NRT,293.62,61.81,D
7.1357,32.95441,319.03,3.34,1.72,2024-02-02,1218,A,25,6.1NRT,297.04,33.9,D
7.34654,34.48054,316.89,4.44,1.94,2024-02-02,1218,A,0,6.1NRT,291.5,67.68,D
6.43674,27.65203,323.24,1.28,1.12,2024-02-02,1218,A,59,6.1NRT,300.96,10.6,D
5.57021,21.67543,345.43,1.26,1.12,2024-02-02,1218,A,92,6.1NRT,304.9,58.85,D
5.35221,20.24286,318.26,1.59,1.24,2024-02-02,1218,A,56,6.1NRT,302.62,14.21,D
6.44671,27.65063,327,1.28,1.12,2024-02-02,1218,A,73,6.1NRT,301.13,16.46,D
5.63546,22.04372,321.89,1.2,1.09,2024-02-02,1218,A,59,6.1NRT,306.08,12.22,D
5.53898,21.4004,326.65,1.31,1.14,2024-02-02,1218,A,75,6.1NRT,301.65,22.15,D
5.51416,21.23577,328.95,1.35,1.15,2024-02-02,1218,A,78,6.1NRT,304.04,26.86,D
7.10374,32.36117,328.88,2.99,1.64,2024-02-02,1218,A,74,6.1NRT,302.49,45.79,D
7.10022,32.33477,352.7,2.97,1.64,2024-02-02,1218,A,96,6.1NRT,301.99,244.78,D
6.9985,31.57543,374.21,2.57,1.54,2024-02-02,1218,A,100,6.1NRT,300.61,467.96,D
6.99544,31.55267,388.49,2.56,1.54,2024-02-02,1218,A,100,6.1NRT,299.4,709.88,D
7.0122,31.57364,347.38,2.57,1.54,2024-02-02,1218,A,93,6.1NRT,300.34,168.18,D
7.0091,31.55088,368.24,2.56,1.54,2024-02-02,1218,A,100,6.1NRT,300.04,384.09,D
7.00602,31.52822,366.91,2.55,1.54,2024-02-02,1218,A,100,6.1NRT,295.94,382.19,D
5.57802,21.52414,327.89,1.29,1.13,2024-02-02,1218,A,77,6.1NRT,304.05,22.01,D
7.12937,32.33101,331.99,2.97,1.64,2024-02-02,1218,A,77,6.1NRT,302.28,64.94,D
7.02277,31.5491,338.33,2.56,1.54,2024-02-02,1218,A,74,6.1NRT,299.1,103.37,D
5.15107,18.61369,324.58,2.15,1.42,2024-02-02,1218,A,74,6.1NRT,302.36,44.01,D
5.14815,18.59456,319.38,2.15,1.43,2024-02-02,1218,A,65,6.1NRT,300.49,27.9,D
7.32003,34.2458,326.29,4.25,1.91,2024-02-02,1218,A,0,6.1NRT,288.73,134.04,D
5.69365,22.21216,321.48,1.17,1.08,2024-02-02,1218,A,52,6.1NRT,305.27,9.91,D
7.10388,32.35627,337.67,2.99,1.64,2024-02-02,1218,A,86,6.1NRT,302.3,106.47,D
7.10056,32.32984,348.13,2.97,1.64,2024-02-02,1218,A,93,6.1NRT,301.88,196.18,D
7.00433,31.56963,391.91,2.57,1.54,2024-02-02,1218,A,100,6.1NRT,301.94,769.44,D
7.00142,31.54684,394.49,2.56,1.54,2024-02-02,1218,A,100,6.1NRT,301.22,826.07,D
6.99853,31.52415,334.67,2.55,1.54,2024-02-02,1218,A,67,6.1NRT,292.34,105.09,D
5.40133,20.25922,318.12,1.58,1.24,2024-02-02,1218,A,59,6.1NRT,302.46,14.24,D
7.01802,31.56782,336.26,2.57,1.54,2024-02-02,1218,A,85,6.1NRT,299.88,86.2,D
7.01509,31.54503,342.99,2.56,1.54,2024-02-02,1218,A,89,6.1NRT,298.82,137.02,D
7.01217,31.52234,351.77,2.55,1.54,2024-02-02,1218,A,90,6.1NRT,296.51,222.02,D
5.63952,21.72766,318.61,1.25,1.11,2024-02-02,1218,A,60,6.1NRT,304.05,8.11,D
5.61383,21.55965,318.75,1.28,1.12,2024-02-02,1218,A,59,6.1NRT,303.77,8.98,D
5.59631,21.44535,316.04,1.3,1.13,2024-02-02,1218,A,38,6.1NRT,298.97,7.78,D
5.15137,18.60876,328.07,2.15,1.42,2024-02-02,1218,A,78,6.1NRT,302.12,57.35,D
7.12971,32.32602,328.52,2.97,1.64,2024-02-02,1218,A,61,6.1NRT,302.43,43.9,D
7.02875,31.54322,348,2.56,1.54,2024-02-02,1218,A,93,6.1NRT,299.89,171.53,D
6.32501,26.34272,388.14,1.09,1.04,2024-02-02,1218,A,100,6.1NRT,311.23,200.35,D
6.32364,26.33301,382.62,1.09,1.04,2024-02-02,1218,A,100,6.1NRT,311.29,172.24,D
7.03944,31.51872,338.91,2.55,1.54,2024-02-02,1218,A,74,6.1NRT,300.75,122.46,D
5.37594,19.87783,318.48,1.69,1.28,2024-02-02,1218,A,56,6.1NRT,303.71,11.8,D
5.10487,18.15209,329.83,2.34,1.48,2024-02-02,1218,A,81,6.1NRT,300.25,70.24,D
7.07125,31.65451,342.29,2.62,1.55,2024-02-02,1218,A,90,6.1NRT,305.5,114.14,D
5.42114,20.09582,321.39,1.63,1.26,2024-02-02,1218,A,68,6.1NRT,302.99,19.01,D
5.11797,18.15024,324.61,2.34,1.48,2024-02-02,1218,A,74,6.1NRT,300.2,51.62,D
7.08505,31.6527,328.52,2.62,1.55,2024-02-02,1218,A,67,6.1NRT,303.87,31.97,D
7.22773,32.50434,331.99,3.08,1.67,2024-02-02,1218,A,81,6.1NRT,300.8,70.04,D
5.56817,20.84562,339.43,1.43,1.18,2024-02-02,1218,A,88,6.1NRT,305.63,51,D
5.56631,20.83322,340.38,1.43,1.18,2024-02-02,1218,A,89,6.1NRT,305.96,53.45,D
5.22693,18.59717,317.2,2.15,1.42,2024-02-02,1218,A,58,6.1NRT,300.87,22.25,D
5.22409,18.57874,320.45,2.15,1.43,2024-02-02,1218,A,67,6.1NRT,300.71,31.76,D
7.3406,33.23281,317.1,3.53,1.77,2024-02-02,1218,A,31,6.1NRT,295.82,33.87,D
5.57678,20.83153,323.41,1.43,1.18,2024-02-02,1218,A,64,6.1NRT,306.78,14.25,D
5.46777,20.10337,320.19,1.62,1.25,2024-02-02,1218,A,64,6.1NRT,301.99,18.09,D
5.86423,22.72486,328.89,1.1,1.05,2024-02-02,1218,A,77,6.1NRT,302.83,19.47,D
5.57394,20.83815,344.6,1.43,1.18,2024-02-02,1218,A,92,6.1NRT,307.75,65.57,D
5.45724,20.09809,317.86,1.62,1.25,2024-02-02,1218,A,46,6.1NRT,303.48,13.63,D
5.70733,21.63086,323.4,1.26,1.12,2024-02-02,1218,A,71,6.1NRT,303.66,14.62,D
5.46833,20.09631,316.8,1.62,1.25,2024-02-02,1218,A,28,6.1NRT,302.2,11.67,D
5.228,18.59019,326.14,2.15,1.42,2024-02-02,1218,A,76,6.1NRT,301.42,50.96,D
5.225,18.57157,315.04,2.15,1.43,2024-02-02,1218,A,45,6.1NRT,300.09,17.56,D
7.23208,32.52366,326.44,3.09,1.67,2024-02-02,1218,A,75,6.1NRT,301.09,36.07,D
